id,mat_id,name,category,category_full,rho_bulk,rho_min,rho_max,rho_vib,rho_sc_tm3,flowability,flowability_raw,angle_repose,angle_surcharge,angle_internal_friction,wall_friction_deg,cohesion,bridging_risk,flow_regime,moisture_pct,temp_max,abr_code,abr_text,particle_class,size_code,particle_size_mm,Leq_default,Ceff_default,vfi,bucket_fill_factor,stream_spread_factor,Km,hazard_codes,lambda_ref,fill_max,cema_cls,cema_code,flags,confidence,source,note,app,custom
176,concrete_fines_crushed,Concrete fines crushed,CONST,Construction,1580.0,1430.0,1740.0,,1.58,3,3,32.0,,,,1.8,0.47,cohesive_flow,2.0,300.0,5,High,B6,,,,,,,,,,1.19,0.32,II,98B626O,O,0.72,derived,Construction — 98B626O,"[""conv"", ""cool"", ""sc""]",0
177,concrete_fines_pelletized,Concrete fines pelletized,CONST,Construction,1580.0,1430.0,1730.0,,1.58,3,3,33.7,,,,1.8,0.47,cohesive_flow,2.0,300.0,5,High,B6,,,,,,,,,,1.63,0.32,II,98B626O,O,0.72,derived,Construction — 98B626O,"[""conv"", ""cool"", ""sc""]",0
178,concrete_fines_powder,Concrete fines powder,CONST,Construction,1630.0,1460.0,1790.0,,1.63,3,3,38.0,,,,2.4,0.7,cohesive_flow,18.0,300.0,5,High,B6,,,,,,,,,,0.87,0.32,II,101B626M,M,0.72,derived,Construction — 101B626M,"[""conv"", ""cool"", ""sc""]",0
179,concrete_fines_granular,Concrete fines granular,CONST,Construction,1620.0,1490.0,1760.0,,1.62,3,3,41.8,,,,1.8,0.47,cohesive_flow,2.0,300.0,5,High,B6,,,,,,,,,,0.84,0.32,II,101B626,,0.75,derived,Construction — 101B626,"[""conv"", ""cool"", ""sc""]",0
180,concrete_fines_raw,Concrete fines raw,CONST,Construction,1630.0,1460.0,1800.0,,1.63,3,3,33.5,,,,1.8,0.47,cohesive_flow,1.5,300.0,5,High,B6,,,,,,,,,,1.43,0.32,II,101B626U,U,0.72,derived,Construction — 101B626U,"[""conv"", ""cool"", ""sc""]",0
181,iron_ore_fines_dry,Iron ore fines dry,MIN,Mining,2300.0,2090.0,2520.0,,2.3,4,4,32.0,,,,4.5,0.9,cohesive_flow,1.5,400.0,7,Very High,B6,,,,,,,,,,0.86,0.25,II,143B637L,L,0.77,derived,Mining — 143B637L,"[""conv"", ""cool"", ""sc""]",0
182,iron_ore_fines_wet,Iron ore fines wet,MIN,Mining,2310.0,2060.0,2560.0,,2.31,4,4,33.8,,,,6.8,1.0,cohesive_flow,22.0,100.0,7,Very High,B6,,,,,,,,,,1.52,0.25,II,143B637,,0.8,derived,Mining — 143B637,"[""conv"", ""cool"", ""sc""]",0
183,iron_ore_fines_fine,Iron ore fines fine,MIN,Mining,2340.0,2080.0,2590.0,,2.34,4,4,32.0,,,,4.5,0.9,cohesive_flow,4.0,400.0,7,Very High,B6,,,,,,,,,,1.11,0.25,II,145B637,,0.8,derived,Mining — 145B637,"[""conv"", ""cool"", ""sc""]",0
184,iron_ore_fines_coarse,Iron ore fines coarse,MIN,Mining,2310.0,2090.0,2530.0,,2.31,4,4,40.1,,,,4.5,0.9,cohesive_flow,4.0,400.0,7,Very High,B6,,,,,,,,,,1.77,0.25,II,144B637L,L,0.77,derived,Mining — 144B637L,"[""conv"", ""cool"", ""sc""]",0
185,iron_ore_fines_screened,Iron ore fines screened,MIN,Mining,2340.0,2110.0,2560.0,,2.34,4,4,37.1,,,,4.5,0.9,cohesive_flow,4.0,60.0,7,Very High,B6,,,,,,,,,,0.94,0.25,II,145B637X,X,0.77,derived,Mining — 145B637X,"[""conv"", ""cool"", ""sc""]",0
186,iron_ore_fines_crushed,Iron ore fines crushed,MIN,Mining,2340.0,2110.0,2570.0,,2.34,4,4,32.0,,,,4.5,0.9,cohesive_flow,4.0,400.0,7,Very High,B6,,,,,,,,,,0.71,0.25,II,146B637O,O,0.77,derived,Mining — 146B637O,"[""conv"", ""cool"", ""sc""]",0
187,iron_ore_fines_pelletized,Iron ore fines pelletized,MIN,Mining,2360.0,2120.0,2600.0,,2.36,4,4,42.4,,,,5.4,1.0,cohesive_flow,18.0,400.0,7,Very High,B6,,,,,,,,,,0.89,0.25,II,147B637M,M,0.77,derived,Mining — 147B637M,"[""conv"", ""cool"", ""sc""]",0
188,iron_ore_fines_powder,Iron ore fines powder,MIN,Mining,2320.0,2110.0,2530.0,,2.32,4,4,39.8,,,,4.5,0.9,cohesive_flow,4.0,400.0,7,Very High,B6,,,,,,,,,,1.49,0.25,II,144B637O,O,0.77,derived,Mining — 144B637O,"[""conv"", ""cool"", ""sc""]",0
189,iron_ore_fines_granular,Iron ore fines granular,MIN,Mining,2330.0,2120.0,2540.0,,2.33,4,4,39.9,,,,5.4,1.0,cohesive_flow,18.0,400.0,7,Very High,B6,,,,,,,,,,1.39,0.25,II,"145B637L,M","L,M",0.77,derived,"Mining — 145B637L,M","[""conv"", ""cool"", ""sc""]",0
190,iron_ore_fines_raw,Iron ore fines raw,MIN,Mining,2370.0,2120.0,2610.0,,2.37,4,4,35.0,,,,5.4,1.0,cohesive_flow,18.0,400.0,7,Very High,B6,,,,,,,,,,0.84,0.25,II,147B637M,M,0.77,derived,Mining — 147B637M,"[""conv"", ""cool"", ""sc""]",0
191,copper_ore_concentrate_dry,Copper ore concentrate dry,MIN,Mining,2140.0,1910.0,2360.0,,2.14,3,3,28.2,,,,1.8,0.47,cohesive_flow,1.5,400.0,7,Very High,B6,,,,,,,,,,1.12,0.32,II,133B637O,O,0.77,derived,Mining — 133B637O,"[""conv"", ""cool"", ""sc""]",0
192,copper_ore_concentrate_wet,Copper ore concentrate wet,MIN,Mining,2200.0,1970.0,2430.0,,2.2,4,4,42.4,,,,6.8,1.0,cohesive_flow,22.0,100.0,7,Very High,B6,,,,,,,,,,0.9,0.25,II,"137B637L,M","L,M",0.77,derived,"Mining — 137B637L,M","[""conv"", ""cool"", ""sc""]",0
193,copper_ore_concentrate_fine,Copper ore concentrate fine,MIN,Mining,2150.0,1890.0,2410.0,,2.15,4,4,32.0,,,,4.5,0.9,cohesive_flow,4.0,400.0,7,Very High,B6,,,,,,,,,,0.53,0.25,II,134B637L,L,0.77,derived,Mining — 134B637L,"[""conv"", ""cool"", ""sc""]",0
194,copper_ore_concentrate_coarse,Copper ore concentrate coarse,MIN,Mining,2170.0,1950.0,2380.0,,2.17,3,3,27.6,,,,1.8,0.47,cohesive_flow,1.5,400.0,7,Very High,B6,,,,,,,,,,0.54,0.32,II,135B637U,U,0.77,derived,Mining — 135B637U,"[""conv"", ""cool"", ""sc""]",0
195,copper_ore_concentrate_screened,Copper ore concentrate screened,MIN,Mining,2190.0,1940.0,2440.0,,2.19,4,4,36.6,,,,5.4,1.0,cohesive_flow,18.0,400.0,7,Very High,B6,,,,,,,,,,1.4,0.25,II,"136B637L,M","L,M",0.77,derived,"Mining — 136B637L,M","[""conv"", ""cool"", ""sc""]",0
196,copper_ore_concentrate_crushed,Copper ore concentrate crushed,MIN,Mining,2150.0,1880.0,2430.0,,2.15,3,3,40.4,,,,1.8,0.47,cohesive_flow,4.0,400.0,7,Very High,B6,,,,,,,,,,0.9,0.32,II,134B637O,O,0.77,derived,Mining — 134B637O,"[""conv"", ""cool"", ""sc""]",0
197,copper_ore_concentrate_pelletized,Copper ore concentrate pelletized,MIN,Mining,2140.0,1900.0,2380.0,,2.14,3,3,33.9,,,,1.8,0.47,cohesive_flow,4.0,400.0,7,Very High,B6,,,,,,,,,,1.2,0.32,II,133B637,,0.8,derived,Mining — 133B637,"[""conv"", ""cool"", ""sc""]",0
198,copper_ore_concentrate_powder,Copper ore concentrate powder,MIN,Mining,2140.0,1900.0,2380.0,,2.14,4,4,40.9,,,,4.5,0.9,cohesive_flow,4.0,400.0,7,Very High,B6,,,,,,,,,,1.72,0.25,II,133B637O,O,0.77,derived,Mining — 133B637O,"[""conv"", ""cool"", ""sc""]",0
199,copper_ore_concentrate_granular,Copper ore concentrate granular,MIN,Mining,2180.0,1930.0,2430.0,,2.18,3,3,35.0,,,,1.8,0.47,cohesive_flow,4.0,60.0,7,Very High,B6,,,,,,,,,,1.03,0.32,II,136B637X,X,0.77,derived,Mining — 136B637X,"[""conv"", ""cool"", ""sc""]",0
200,copper_ore_concentrate_raw,Copper ore concentrate raw,MIN,Mining,2190.0,1930.0,2440.0,,2.19,3,3,37.5,,,,1.8,0.47,cohesive_flow,1.5,400.0,7,Very High,B6,,,,,,,,,,0.51,0.32,II,136B637U,U,0.77,derived,Mining — 136B637U,"[""conv"", ""cool"", ""sc""]",0
201,bauxite_dry,Bauxite dry,MIN,Mining,1290.0,1110.0,1480.0,,1.29,3,3,37.4,,,,1.8,0.47,cohesive_flow,1.5,400.0,5,High,C1/2,,,,,,,,,,1.6,0.32,III,80C1/236,,0.8,derived,Mining — 80C1/236,"[""conv"", ""cool"", ""sc""]",0
202,bauxite_wet,Bauxite wet,MIN,Mining,1270.0,1140.0,1400.0,,1.27,4,4,35.0,,,,6.8,1.0,cohesive_flow,22.0,100.0,5,High,C1/2,,,,,,,,,,1.77,0.25,III,"79C1/236L,M","L,M",0.77,derived,"Mining — 79C1/236L,M","[""conv"", ""cool"", ""sc""]",0
203,bauxite_fine,Bauxite fine,MIN,Mining,1280.0,1140.0,1430.0,,1.28,4,4,35.0,,,,5.4,1.0,cohesive_flow,18.0,400.0,5,High,C1/2,,,,,,,,,,1.71,0.25,III,"80C1/236L,M","L,M",0.77,derived,"Mining — 80C1/236L,M","[""conv"", ""cool"", ""sc""]",0
204,bauxite_coarse,Bauxite coarse,MIN,Mining,1290.0,1140.0,1450.0,,1.29,4,4,35.0,,,,5.4,1.0,cohesive_flow,18.0,400.0,5,High,C1/2,,,,,,,,,,1.72,0.25,III,80C1/236M,M,0.77,derived,Mining — 80C1/236M,"[""conv"", ""cool"", ""sc""]",0
205,bauxite_screened,Bauxite screened,MIN,Mining,1270.0,1100.0,1430.0,,1.27,3,3,31.7,,,,1.8,0.47,cohesive_flow,1.5,400.0,5,High,C1/2,,,,,,,,,,0.88,0.32,III,79C1/236U,U,0.77,derived,Mining — 79C1/236U,"[""conv"", ""cool"", ""sc""]",0
206,bauxite_crushed,Bauxite crushed,MIN,Mining,1270.0,1070.0,1470.0,,1.27,3,3,36.8,,,,1.8,0.47,cohesive_flow,4.0,400.0,5,High,C1/2,,,,,,,,,,1.0,0.32,III,79C1/236L,L,0.77,derived,Mining — 79C1/236L,"[""conv"", ""cool"", ""sc""]",0
207,bauxite_pelletized,Bauxite pelletized,MIN,Mining,1280.0,1110.0,1460.0,,1.28,3,3,31.3,,,,1.8,0.47,cohesive_flow,4.0,400.0,5,High,C1/2,,,,,,,,,,1.33,0.32,III,79C1/236O,O,0.77,derived,Mining — 79C1/236O,"[""conv"", ""cool"", ""sc""]",0
208,bauxite_powder,Bauxite powder,MIN,Mining,1270.0,1090.0,1460.0,,1.27,4,4,38.0,,,,5.4,1.0,cohesive_flow,18.0,400.0,5,High,C1/2,,,,,,,,,,1.23,0.25,III,79C1/236M,M,0.77,derived,Mining — 79C1/236M,"[""conv"", ""cool"", ""sc""]",0
209,bauxite_granular,Bauxite granular,MIN,Mining,1310.0,1160.0,1470.0,,1.31,4,4,35.0,,,,5.4,1.0,cohesive_flow,18.0,400.0,5,High,C1/2,,,,,,,,,,0.99,0.25,III,"82C1/236L,M","L,M",0.77,derived,"Mining — 82C1/236L,M","[""conv"", ""cool"", ""sc""]",0
210,bauxite_raw,Bauxite raw,MIN,Mining,1280.0,1160.0,1400.0,,1.28,4,4,35.0,,,,5.4,1.0,cohesive_flow,18.0,400.0,5,High,C1/2,,,,,,,,,,1.4,0.25,III,"79C1/236L,M","L,M",0.77,derived,"Mining — 79C1/236L,M","[""conv"", ""cool"", ""sc""]",0
211,coal_crushed_dry,Coal crushed dry,MIN,Mining,840.0,750.0,930.0,,0.84,3,3,35.0,,,,2.0,0.6,cohesive_flow,1.5,400.0,5,High,D3,,,,,,,,,,0.83,0.32,III,"52D325L,M","L,M",0.77,derived,"Mining — 52D325L,M","[""conv"", ""cool"", ""sc""]",0
212,coal_crushed_wet,Coal crushed wet,MIN,Mining,850.0,770.0,940.0,,0.85,3,3,33.4,,,,2.7,0.74,cohesive_flow,22.0,100.0,5,High,D3,,,,,,,,,,1.27,0.32,III,53D325U,U,0.77,derived,Mining — 53D325U,"[""conv"", ""cool"", ""sc""]",0
213,coal_crushed_fine,Coal crushed fine,MIN,Mining,870.0,760.0,970.0,,0.87,3,3,42.7,,,,1.8,0.47,cohesive_flow,4.0,400.0,5,High,D3,,,,,,,,,,0.63,0.32,III,54D325L,L,0.77,derived,Mining — 54D325L,"[""conv"", ""cool"", ""sc""]",0
214,coal_crushed_coarse,Coal crushed coarse,MIN,Mining,840.0,730.0,960.0,,0.84,2,2,35.2,,,,0.6,0.17,funnel_flow,4.0,400.0,5,High,D3,,,,,,,,,,0.8,0.4,III,52D325O,O,0.77,derived,Mining — 52D325O,"[""conv"", ""cool"", ""compact"", ""sc""]",0
215,coal_crushed_screened,Coal crushed screened,MIN,Mining,870.0,750.0,990.0,,0.87,3,3,41.7,,,,2.4,0.7,cohesive_flow,18.0,400.0,5,High,D3,,,,,,,,,,0.67,0.32,III,"54D325L,M","L,M",0.77,derived,"Mining — 54D325L,M","[""conv"", ""cool"", ""sc""]",0
216,coal_crushed_crushed,Coal crushed crushed,MIN,Mining,800.0,670.0,930.0,,0.8,2,2,25.2,,,,0.6,0.17,funnel_flow,4.0,60.0,5,High,D3,,,,,,,,,,1.48,0.4,III,50D325X,X,0.77,derived,Mining — 50D325X,"[""conv"", ""cool"", ""compact"", ""sc""]",0
217,coal_crushed_pelletized,Coal crushed pelletized,MIN,Mining,810.0,690.0,930.0,,0.81,3,3,37.4,,,,2.4,0.7,cohesive_flow,18.0,400.0,5,High,D3,,,,,,,,,,1.28,0.32,III,50D325M,M,0.77,derived,Mining — 50D325M,"[""conv"", ""cool"", ""sc""]",0
218,coal_crushed_powder,Coal crushed powder,MIN,Mining,840.0,750.0,940.0,,0.84,3,3,42.9,,,,1.8,0.47,cohesive_flow,4.0,400.0,5,High,D3,,,,,,,,,,1.7,0.32,III,52D325O,O,0.77,derived,Mining — 52D325O,"[""conv"", ""cool"", ""sc""]",0
219,coal_crushed_granular,Coal crushed granular,MIN,Mining,840.0,750.0,930.0,,0.84,2,2,45.0,,,,0.6,0.17,funnel_flow,1.5,400.0,5,High,D3,,,,,,,,,,1.54,0.4,III,52D325U,U,0.77,derived,Mining — 52D325U,"[""conv"", ""cool"", ""compact"", ""sc""]",0
220,coal_crushed_raw,Coal crushed raw,MIN,Mining,820.0,720.0,920.0,,0.82,2,2,27.9,,,,0.6,0.17,funnel_flow,4.0,400.0,5,High,D3,,,,,,,,,,1.8,0.4,III,51D325,,0.8,derived,Mining — 51D325,"[""conv"", ""cool"", ""compact"", ""sc""]",0
221,coal_fines_dry,Coal fines dry,MIN,Mining,760.0,670.0,860.0,,0.76,4,4,37.2,,,,4.5,0.9,cohesive_flow,1.5,400.0,5,High,B6,,,,,,,,,,1.19,0.25,II,47B635L,L,0.77,derived,Mining — 47B635L,"[""conv"", ""cool"", ""sc""]",0
222,coal_fines_wet,Coal fines wet,MIN,Mining,780.0,640.0,920.0,,0.78,4,4,32.0,,,,6.8,1.0,cohesive_flow,22.0,100.0,5,High,B6,,,,,,,,,,1.03,0.25,II,48B635L,L,0.77,derived,Mining — 48B635L,"[""conv"", ""cool"", ""sc""]",0
223,coal_fines_fine,Coal fines fine,MIN,Mining,780.0,660.0,910.0,,0.78,4,4,37.8,,,,4.5,0.9,cohesive_flow,4.0,400.0,5,High,B6,,,,,,,,,,0.67,0.25,II,49B635O,O,0.77,derived,Mining — 49B635O,"[""conv"", ""cool"", ""sc""]",0
224,coal_fines_coarse,Coal fines coarse,MIN,Mining,750.0,610.0,890.0,,0.75,4,4,35.0,,,,5.4,1.0,cohesive_flow,18.0,400.0,5,High,B6,,,,,,,,,,0.88,0.25,II,"46B635L,M","L,M",0.77,derived,"Mining — 46B635L,M","[""conv"", ""cool"", ""sc""]",0
225,coal_fines_screened,Coal fines screened,MIN,Mining,770.0,650.0,890.0,,0.77,4,4,43.4,,,,4.5,0.9,cohesive_flow,1.5,400.0,5,High,B6,,,,,,,,,,0.53,0.25,II,47B635U,U,0.77,derived,Mining — 47B635U,"[""conv"", ""cool"", ""sc""]",0
226,coal_fines_crushed,Coal fines crushed,MIN,Mining,750.0,650.0,860.0,,0.75,4,4,32.0,,,,4.5,0.9,cohesive_flow,4.0,60.0,5,High,B6,,,,,,,,,,1.72,0.25,II,47B635X,X,0.77,derived,Mining — 47B635X,"[""conv"", ""cool"", ""sc""]",0
227,coal_fines_pelletized,Coal fines pelletized,MIN,Mining,750.0,650.0,850.0,,0.75,4,4,39.2,,,,5.4,1.0,cohesive_flow,18.0,400.0,5,High,B6,,,,,,,,,,0.6,0.25,II,46B635M,M,0.77,derived,Mining — 46B635M,"[""conv"", ""cool"", ""sc""]",0
228,coal_fines_powder,Coal fines powder,MIN,Mining,750.0,610.0,880.0,,0.75,4,4,39.6,,,,4.5,0.9,cohesive_flow,4.0,60.0,5,High,B6,,,,,,,,,,1.36,0.25,II,46B635X,X,0.77,derived,Mining — 46B635X,"[""conv"", ""cool"", ""sc""]",0
229,coal_fines_granular,Coal fines granular,MIN,Mining,780.0,670.0,900.0,,0.78,4,4,42.1,,,,5.4,1.0,cohesive_flow,18.0,400.0,5,High,B6,,,,,,,,,,1.62,0.25,II,48B635M,M,0.77,derived,Mining — 48B635M,"[""conv"", ""cool"", ""sc""]",0
230,coal_fines_raw,Coal fines raw,MIN,Mining,760.0,640.0,890.0,,0.76,4,4,32.0,,,,4.5,0.9,cohesive_flow,4.0,60.0,5,High,B6,,,,,,,,,,0.51,0.25,II,47B635X,X,0.77,derived,Mining — 47B635X,"[""conv"", ""cool"", ""sc""]",0
231,silica_sand_dry,Silica sand dry,MIN,Mining,1610.0,1480.0,1740.0,,1.61,2,2,29.8,,,,0.6,0.17,funnel_flow,1.5,400.0,7,Very High,C1/2,,,,,,,,,,1.09,0.4,III,100C1/227O,O,0.77,derived,Mining — 100C1/227O,"[""conv"", ""cool"", ""compact"", ""sc""]",0
232,silica_sand_wet,Silica sand wet,MIN,Mining,1640.0,1520.0,1760.0,,1.64,3,3,40.1,,,,3.0,0.88,cohesive_flow,22.0,100.0,7,Very High,C1/2,,,,,,,,,,1.33,0.32,III,102C1/227M,M,0.77,derived,Mining — 102C1/227M,"[""conv"", ""cool"", ""sc""]",0
233,silica_sand_fine,Silica sand fine,MIN,Mining,1630.0,1510.0,1750.0,,1.63,3,3,34.9,,,,1.8,0.47,cohesive_flow,4.0,400.0,7,Very High,C1/2,,,,,,,,,,0.94,0.32,III,101C1/227,,0.8,derived,Mining — 101C1/227,"[""conv"", ""cool"", ""sc""]",0
234,silica_sand_coarse,Silica sand coarse,MIN,Mining,1640.0,1540.0,1740.0,,1.64,2,2,31.3,,,,0.6,0.17,funnel_flow,4.0,400.0,7,Very High,C1/2,,,,,,,,,,1.2,0.4,III,102C1/227,,0.8,derived,Mining — 102C1/227,"[""conv"", ""cool"", ""compact"", ""sc""]",0
235,silica_sand_screened,Silica sand screened,MIN,Mining,1620.0,1500.0,1740.0,,1.62,2,2,28.1,,,,0.6,0.17,funnel_flow,4.0,400.0,7,Very High,C1/2,,,,,,,,,,1.73,0.4,III,101C1/227O,O,0.77,derived,Mining — 101C1/227O,"[""conv"", ""cool"", ""compact"", ""sc""]",0
236,silica_sand_crushed,Silica sand crushed,MIN,Mining,1640.0,1550.0,1720.0,,1.64,2,2,38.2,,,,0.6,0.17,funnel_flow,4.0,60.0,7,Very High,C1/2,,,,,,,,,,1.69,0.4,III,102C1/227X,X,0.77,derived,Mining — 102C1/227X,"[""conv"", ""cool"", ""compact"", ""sc""]",0
237,silica_sand_pelletized,Silica sand pelletized,MIN,Mining,1660.0,1540.0,1790.0,,1.66,3,3,35.0,,,,2.4,0.7,cohesive_flow,18.0,400.0,7,Very High,C1/2,,,,,,,,,,1.54,0.32,III,103C1/227M,M,0.77,derived,Mining — 103C1/227M,"[""conv"", ""cool"", ""sc""]",0
238,silica_sand_powder,Silica sand powder,MIN,Mining,1670.0,1550.0,1790.0,,1.67,3,3,38.0,,,,2.4,0.7,cohesive_flow,18.0,400.0,7,Very High,C1/2,,,,,,,,,,1.68,0.32,III,"104C1/227L,M","L,M",0.77,derived,"Mining — 104C1/227L,M","[""conv"", ""cool"", ""sc""]",0
239,silica_sand_granular,Silica sand granular,MIN,Mining,1660.0,1560.0,1750.0,,1.66,2,2,26.2,,,,0.6,0.17,funnel_flow,4.0,60.0,7,Very High,C1/2,,,,,,,,,,1.68,0.4,III,103C1/227X,X,0.77,derived,Mining — 103C1/227X,"[""conv"", ""cool"", ""compact"", ""sc""]",0
240,silica_sand_raw,Silica sand raw,MIN,Mining,1670.0,1530.0,1810.0,,1.67,2,2,37.5,,,,0.6,0.17,funnel_flow,4.0,400.0,7,Very High,C1/2,,,,,,,,,,1.79,0.4,III,104C1/227L,L,0.77,derived,Mining — 104C1/227L,"[""conv"", ""cool"", ""compact"", ""sc""]",0
241,nickel_ore_dry,Nickel ore dry,MIN,Mining,2200.0,1950.0,2450.0,,2.2,3,3,33.1,,,,1.8,0.47,cohesive_flow,1.5,400.0,7,Very High,D3,,,,,,,,,,1.67,0.32,III,137D337,,0.8,derived,Mining — 137D337,"[""conv"", ""cool"", ""sc""]",0
242,nickel_ore_wet,Nickel ore wet,MIN,Mining,2140.0,1890.0,2380.0,,2.14,4,4,43.6,,,,6.8,1.0,cohesive_flow,22.0,100.0,7,Very High,D3,,,,,,,,,,0.6,0.25,III,"133D337L,M","L,M",0.77,derived,"Mining — 133D337L,M","[""conv"", ""cool"", ""sc""]",0
243,nickel_ore_fine,Nickel ore fine,MIN,Mining,2160.0,1920.0,2390.0,,2.16,4,4,35.0,,,,5.4,1.0,cohesive_flow,18.0,400.0,7,Very High,D3,,,,,,,,,,0.74,0.25,III,134D337M,M,0.77,derived,Mining — 134D337M,"[""conv"", ""cool"", ""sc""]",0
244,nickel_ore_coarse,Nickel ore coarse,MIN,Mining,2180.0,1920.0,2450.0,,2.18,4,4,41.9,,,,5.4,1.0,cohesive_flow,18.0,400.0,7,Very High,D3,,,,,,,,,,1.7,0.25,III,"136D337L,M","L,M",0.77,derived,"Mining — 136D337L,M","[""conv"", ""cool"", ""sc""]",0
245,nickel_ore_screened,Nickel ore screened,MIN,Mining,2120.0,1880.0,2370.0,,2.12,3,3,28.6,,,,1.8,0.47,cohesive_flow,4.0,400.0,7,Very High,D3,,,,,,,,,,1.49,0.32,III,132D337O,O,0.77,derived,Mining — 132D337O,"[""conv"", ""cool"", ""sc""]",0
246,nickel_ore_crushed,Nickel ore crushed,MIN,Mining,2170.0,1890.0,2450.0,,2.17,3,3,40.2,,,,1.8,0.47,cohesive_flow,4.0,400.0,7,Very High,D3,,,,,,,,,,1.55,0.32,III,135D337,,0.8,derived,Mining — 135D337,"[""conv"", ""cool"", ""sc""]",0
247,nickel_ore_pelletized,Nickel ore pelletized,MIN,Mining,2160.0,1920.0,2410.0,,2.16,4,4,44.2,,,,5.4,1.0,cohesive_flow,18.0,400.0,7,Very High,D3,,,,,,,,,,1.8,0.25,III,"134D337L,M","L,M",0.77,derived,"Mining — 134D337L,M","[""conv"", ""cool"", ""sc""]",0
248,nickel_ore_powder,Nickel ore powder,MIN,Mining,2190.0,1960.0,2410.0,,2.19,4,4,38.0,,,,4.5,0.9,cohesive_flow,4.0,400.0,7,Very High,D3,,,,,,,,,,0.95,0.25,III,136D337L,L,0.77,derived,Mining — 136D337L,"[""conv"", ""cool"", ""sc""]",0
249,nickel_ore_granular,Nickel ore granular,MIN,Mining,2170.0,1930.0,2410.0,,2.17,3,3,28.6,,,,1.8,0.47,cohesive_flow,4.0,400.0,7,Very High,D3,,,,,,,,,,0.59,0.32,III,135D337L,L,0.77,derived,Mining — 135D337L,"[""conv"", ""cool"", ""sc""]",0
250,nickel_ore_raw,Nickel ore raw,MIN,Mining,2180.0,1950.0,2400.0,,2.18,4,4,35.4,,,,5.4,1.0,cohesive_flow,18.0,400.0,7,Very High,D3,,,,,,,,,,1.47,0.25,III,135D337M,M,0.77,derived,Mining — 135D337M,"[""conv"", ""cool"", ""sc""]",0
251,calcium_carbonate_dry,Calcium carbonate dry,CHEM,Chemicals,1320.0,1210.0,1430.0,,1.32,2,2,33.8,,,,0.6,0.17,funnel_flow,1.5,60.0,5,High,A100,,,,,,,,,,0.72,0.4,I,82A10025X,X,0.72,derived,Chemicals — 82A10025X,"[""conv"", ""mix"", ""dry"", ""react"", ""sc""]",0
252,calcium_carbonate_wet,Calcium carbonate wet,CHEM,Chemicals,1310.0,1190.0,1420.0,,1.31,3,3,44.3,,,,2.7,0.74,cohesive_flow,22.0,100.0,5,High,A100,,,,,,,,,,1.39,0.32,I,81A10025U,U,0.72,derived,Chemicals — 81A10025U,"[""conv"", ""mix"", ""dry"", ""react"", ""sc""]",0
253,calcium_carbonate_fine,Calcium carbonate fine,CHEM,Chemicals,1280.0,1160.0,1400.0,,1.28,3,3,32.0,,,,1.8,0.47,cohesive_flow,2.0,200.0,5,High,A100,,,,,,,,,,1.35,0.32,I,79A10025O,O,0.72,derived,Chemicals — 79A10025O,"[""conv"", ""mix"", ""dry"", ""react"", ""sc""]",0
254,calcium_carbonate_coarse,Calcium carbonate coarse,CHEM,Chemicals,1310.0,1170.0,1450.0,,1.31,3,3,42.5,,,,2.4,0.7,cohesive_flow,18.0,200.0,5,High,A100,,,,,,,,,,1.7,0.32,I,81A10025M,M,0.72,derived,Chemicals — 81A10025M,"[""conv"", ""mix"", ""dry"", ""react"", ""sc""]",0
255,calcium_carbonate_screened,Calcium carbonate screened,CHEM,Chemicals,1310.0,1170.0,1460.0,,1.31,2,2,41.0,,,,0.6,0.17,funnel_flow,2.0,60.0,5,High,A100,,,,,,,,,,0.92,0.4,I,81A10025X,X,0.72,derived,Chemicals — 81A10025X,"[""conv"", ""mix"", ""dry"", ""react"", ""sc""]",0
256,calcium_carbonate_crushed,Calcium carbonate crushed,CHEM,Chemicals,1330.0,1180.0,1480.0,,1.33,2,2,32.3,,,,0.6,0.17,funnel_flow,2.0,200.0,5,High,A100,,,,,,,,,,1.42,0.4,I,82A10025L,L,0.72,derived,Chemicals — 82A10025L,"[""conv"", ""mix"", ""dry"", ""react"", ""sc""]",0
257,calcium_carbonate_pelletized,Calcium carbonate pelletized,CHEM,Chemicals,1310.0,1160.0,1460.0,,1.31,2,2,39.8,,,,0.6,0.17,funnel_flow,2.0,200.0,5,High,A100,,,,,,,,,,1.42,0.4,I,81A10025O,O,0.72,derived,Chemicals — 81A10025O,"[""conv"", ""mix"", ""dry"", ""react"", ""sc""]",0
258,calcium_carbonate_powder,Calcium carbonate powder,CHEM,Chemicals,1350.0,1240.0,1460.0,,1.35,3,3,38.0,,,,1.8,0.47,cohesive_flow,2.0,200.0,5,High,A100,,,,,,,,,,1.37,0.32,I,84A10025O,O,0.72,derived,Chemicals — 84A10025O,"[""conv"", ""mix"", ""dry"", ""react"", ""sc""]",0
259,calcium_carbonate_granular,Calcium carbonate granular,CHEM,Chemicals,1340.0,1190.0,1480.0,,1.34,2,2,25.9,,,,0.6,0.17,funnel_flow,2.0,200.0,5,High,A100,,,,,,,,,,0.99,0.4,I,83A10025L,L,0.72,derived,Chemicals — 83A10025L,"[""conv"", ""mix"", ""dry"", ""react"", ""sc""]",0
